state,year,pctblack_10plus,pctblack_under10,pctblack_prisonpop,pctblack_statepop,rri_10plus,rri_under10,rri_statepop,numwomen_10plus,numwomen_under10,numwomen_prisonpop,pctwomen_10plus,los_mean_notviol,los_mean_violent,los_mean_all,los_90thpct_notviol,los_90thpct_violent,los_90thpct_all,yrendpop_notviol,yrendpop_violent,yrendpop_all,los_0_2_count,los_2_5_count,los_5_10_count,los_10_15_count,los_15_20_count,los_20_25_count,los_25plus_count,los_10plus_count,los_0_2_pct,los_2_5_pct,los_5_10_pct,los_10_15_pct,los_15_20_pct,los_20_25_pct,los_25plus_pct,los_10plus_pct,los_meantop10,los_meanbottom90
WI,2000,0.40693641,0.47521251,0.47223064,0.05777448,7.0435319,8.2253017,8.1736889,24,1300,1324,0.018126888,1.7369322,4.1011586,2.9768369,4.0438056,9.1279945,7.0444899,9407,10355,19806,10433,5812,2696,565,208,70,22,865,0.52675956,0.29344642,0.13612036,0.028526708,0.010501868,0.003534283,0.001110775,0.043673635,11.118469,2.0887251
WI,2001,0.43323728,0.47015536,0.46829057,0.058604155,7.3926034,8.0225601,7.9907403,36,1235,1271,0.028324155,1.7671008,4.3578959,3.1086028,4.2929502,9.7111568,7.4633813,9929,10647,20609,10913,5435,3220,686,232,88,35,1041,0.52952594,0.26371974,0.15624242,0.03328643,0.011257217,0.004269979,0.001698287,0.050511912,11.618472,2.1711605
WI,2002,0.46567863,0.46294349,0.46310839,0.059404843,7.8390684,7.793026,7.7958021,43,1267,1310,0.032824427,1.7769377,4.5600491,3.2108767,4.2929502,10.376454,7.9589324,10298,10936,21265,11375,5286,3322,857,269,112,44,1282,0.53491652,0.24857748,0.15621914,0.040300965,0.012649894,0.00526687,0.002069128,0.060286857,12.274443,2.2224593
WI,2003,0.47526133,0.46162546,0.46252412,0.060061656,7.9128909,7.6858597,7.7008219,45,1282,1327,0.033911079,1.7490782,4.7605829,3.2679772,4.0438056,10.956879,8.3778238,10776,10966,21774,11827,5139,3373,948,310,122,55,1435,0.54317075,0.23601542,0.15490952,0.043538164,0.014237164,0.005603013,0.002525949,0.065904289,12.737559,2.2283504
WI,2004,0.49636364,0.45740503,0.46032321,0.060594384,8.1915779,7.5486374,7.5967965,52,1265,1317,0.039483674,1.7360868,4.9033923,3.3480041,3.874059,11.463381,8.7967148,10804,11189,22028,11918,5339,3121,1107,336,141,66,1650,0.54103869,0.24237335,0.14168331,0.050254222,0.015253314,0.006400944,0.002996187,0.074904665,13.296662,2.2452734
WI,2005,0.49387974,0.45278013,0.45631289,0.061238341,8.0648775,7.3937359,7.4514246,53,1239,1292,0.041021671,1.7666355,5.0577855,3.4748006,4.1259413,11.874059,9.4620123,10504,11320,21860,11646,5272,3063,1290,352,164,73,1879,0.53275388,0.24117109,0.14011894,0.059011895,0.01610247,0.007502287,0.003339433,0.085956082,13.959917,2.3322463
WI,2006,0.48973072,0.44629803,0.4505139,0.061945207,7.9058695,7.2047224,7.2727804,57,1297,1354,0.04209749,1.7302332,5.1210613,3.5067108,4.2108145,12.377824,9.79603,10736,11800,22572,12371,4981,3029,1493,439,170,89,2191,0.5480684,0.22067162,0.13419281,0.066143893,0.019448875,0.007531455,0.003942938,0.097067162,14.352389,2.3023472
WI,2007,0.48087433,0.44142914,0.44553286,0.062648386,7.6757655,7.0461373,7.1116414,67,1367,1434,0.046722453,1.7849238,5.3251433,3.6474288,4.3778234,12.873374,10.291581,10832,12002,22867,12565,4752,3171,1555,530,186,108,2379,0.54948181,0.20781039,0.13867144,0.068001926,0.023177505,0.008133993,0.004722963,0.10403638,14.966595,2.3987205
WI,2008,0.47852999,0.43381837,0.43895182,0.063360266,7.552525,6.8468518,6.9278722,72,1212,1284,0.056074765,1.8152316,5.5179052,3.814014,4.4626966,13.631759,10.798083,10357,12125,22515,12049,4842,3039,1637,600,230,118,2585,0.53515434,0.21505663,0.13497669,0.072707087,0.026648901,0.010215412,0.00524095,0.11481234,15.72883,2.4904723
WI,2009,0.47960308,0.42343584,0.43027943,0.064033359,7.4898939,6.6127381,6.7196136,73,1179,1252,0.058306709,1.8639156,5.7050271,3.9695368,4.3778234,14.379192,11.378508,10091,12210,22332,11948,4661,3002,1633,703,246,139,2721,0.53501701,0.20871395,0.13442594,0.073123768,0.031479493,0.011015583,0.006224252,0.12184309,16.429028,2.592171
WI,2010,0.47932205,0.41660529,0.42503187,0.064633004,7.4160571,6.4457054,6.5760808,68,1152,1220,0.055737704,1.9303415,5.9531441,4.1718874,4.6297059,15.126626,12.125941,9730,12201,21956,11331,4808,2867,1642,877,262,169,2950,0.51607764,0.21898343,0.13057934,0.074785933,0.039943524,0.011932957,0.007697213,0.13435963,17.262993,2.7287939
WI,2011,0.48198918,0.41293001,0.42281541,0.065042771,7.4103417,6.3485918,6.5005751,69,1069,1138,0.060632691,1.9993198,6.1083064,4.3190055,4.7967148,15.794662,12.629705,9552,12335,21915,11297,4645,2836,1588,1037,324,188,3137,0.51549166,0.21195528,0.12940907,0.072461784,0.047319189,0.014784394,0.008578599,0.14314397,17.919338,2.8113043
WI,2012,0.48186684,0.40380654,0.41584885,0.065391615,7.3689394,6.1752038,6.3593607,81,1096,1177,0.068819031,2.0743573,6.3987675,4.529562,4.8761125,16.711842,13.379877,9433,12341,21806,10913,4754,2775,1649,1088,397,230,3364,0.5004586,0.21801339,0.12725855,0.075621389,0.049894523,0.018205998,0.010547556,0.15426947,18.778366,2.9597416
WI,2013,0.47570556,0.39990249,0.41179964,0.065617651,7.2496586,6.0944347,6.2757449,82,1115,1197,0.068504594,2.1140542,6.5587225,4.6420832,5.2101302,17.462013,13.79603,9452,12413,21899,10929,4696,2837,1559,1151,452,275,3437,0.49906388,0.21443902,0.12954929,0.071190469,0.052559476,0.020640211,0.012557651,0.15694781,19.48727,3.0042424
WI,2014,0.4751651,0.39712688,0.40944311,0.065932892,7.206799,6.0231981,6.2099977,87,1247,1334,0.065217391,2.1240258,6.6954412,4.6929502,5.0841889,18.209446,14.209446,9670,12364,22069,11308,4542,2736,1479,1160,545,299,3483,0.51239294,0.20580906,0.12397481,0.067017086,0.052562419,0.024695273,0.013548416,0.15782319,20.098625,2.9837072
WV,2006,0.11848341,0.14109105,0.13859312,0.033131793,3.5761242,4.2584791,4.1830854,17,569,586,0.029010238,1.9027972,5.9908223,3.7638209,4.7118411,15.04449,10.543464,3011,2616,5729,3336,1030,730,335,144,80,74,633,0.5823006,0.17978705,0.12742189,0.058474429,0.025135277,0.013964043,0.012916739,0.11049049,17.26976,2.2890193
WV,2007,0.11968504,0.14196967,0.13965291,0.033473969,3.5754662,4.2411962,4.1719856,21,624,645,0.032558139,1.6289647,5.8046274,3.5468907,3.3757701,14.956879,10.376454,3197,2819,6108,3831,1007,635,328,142,82,83,635,0.6272102,0.16486575,0.10396202,0.053700067,0.023248199,0.013425017,0.013588736,0.10396202,17.183765,2.0558991
WV,2008,0.11876833,0.13829009,0.13612735,0.03383017,3.5107222,4.0877743,4.0238447,29,629,658,0.044072948,1.576236,5.8684759,3.6127546,2.9171801,15.04449,10.464066,3170,2925,6156,3765,1143,566,364,147,83,88,682,0.61159843,0.18567252,0.091942817,0.059129305,0.023879142,0.013482781,0.014294997,0.11078622,17.43416,2.0870152
WV,2009,0.12100139,0.12871972,0.12786582,0.034320738,3.5256057,3.7504938,3.7256141,27,678,705,0.038297873,1.5380259,5.8901868,3.6183267,3.0444901,15.126626,10.798083,3338,3110,6499,3879,1330,571,382,163,78,96,719,0.59686106,0.20464687,0.087859668,0.058778275,0.025080781,0.012001846,0.014771503,0.1106324,17.612602,2.0790758
WV,2010,0.12217796,0.12156993,0.1216376,0.034570239,3.5341947,3.5166066,3.518564,27,712,739,0.036535859,1.5328296,6.0489922,3.6767368,3.1266255,15.63039,10.795345,3546,3213,6766,3977,1446,590,375,189,86,103,753,0.58779192,0.21371564,0.087200709,0.05542418,0.027933786,0.012710612,0.015223174,0.11129175,17.873528,2.1060481
WV,2011,0.11693548,0.11859232,0.11841539,0.034920115,3.3486569,3.3961034,3.3910365,25,750,775,0.032258064,1.4488935,6.2196045,3.6786938,3.0417523,16.210815,10.795345,3705,3257,6967,4101,1450,672,343,197,91,113,744,0.58863211,0.20812401,0.096454717,0.049232095,0.028276158,0.013061576,0.01621932,0.10678915,18.148695,2.0829582
WV,2012,0.11570248,0.11530139,0.11534186,0.035258092,3.2815866,3.2702107,3.2713585,24,801,825,0.029090909,1.4335086,6.4630513,3.7295947,3.1266255,16.629705,10.12731,3908,3285,7196,4244,1437,789,317,193,92,124,726,0.58977211,0.19969428,0.10964425,0.044052251,0.026820457,0.012784881,0.017231796,0.10088938,18.353045,2.1062722
WV,2013,0.10578279,0.1149113,0.1139822,0.035770394,2.9572723,3.2124696,3.1864955,34,806,840,0.040476192,1.4091446,6.6750002,3.8637099,3.0444901,17.043121,10.294319,3717,3247,6966,4032,1379,846,266,217,95,131,709,0.57881135,0.19796152,0.12144703,0.038185474,0.031151306,0.013637668,0.018805627,0.10178007,18.901218,2.2077868
WV,2014,0.094972067,0.10573391,0.10462949,0.036043793,2.6349077,2.9334846,2.9028437,30,824,854,0.035128806,1.3303021,6.7960916,3.8545196,2.8747432,17.125257,10.376454,3751,3222,6977,4084,1336,841,275,209,104,128,716,0.58535188,0.19148631,0.12053891,0.039415222,0.029955568,0.01490612,0.018345995,0.1026229,18.980484,2.1810803
WY,2006,0.040229887,0.045108695,0.044687189,0.008936857,4.5015702,5.0474896,5.0003252,1,213,214,0.004672897,1.797543,5.263638,3.3326755,3.7125256,14.042437,8.873374,1122,892,2014,1135,510,195,95,43,27,9,174,0.56355512,0.25322741,0.096822247,0.047169812,0.021350546,0.013406157,0.004468719,0.086395234,14.887929,2.0515912
WY,2007,0.038043477,0.045730028,0.04502251,0.009245133,4.1149735,4.9463892,4.8698606,2,224,226,0.008849558,1.9666895,5.336781,3.5210788,4.3778234,14.042437,9.1252565,1077,922,1999,1107,511,197,95,47,29,13,184,0.55377686,0.25562781,0.098549277,0.047523763,0.023511756,0.014507254,0.006503252,0.092046022,15.582677,2.187602
WY,2008,0.035175879,0.050583657,0.04904905,0.008999291,3.9087389,5.6208491,5.4503241,2,182,184,0.010869565,1.944644,5.4609275,3.6147907,4.5448322,14.71321,9.9603014,1049,949,1998,1106,470,223,104,48,28,19,199,0.55355358,0.23523523,0.11161161,0.052052051,0.024024025,0.014014014,0.009509509,0.0995996,16.383217,2.2023857
WY,2009,0.046948358,0.039598439,0.040378865,0.009648996,4.8656216,4.1038923,4.1847739,2,175,177,0.011299435,1.8810228,5.6066427,3.6453991,4.2108145,14.874743,10.379192,1056,950,2006,1138,456,199,115,46,29,23,213,0.56729811,0.22731805,0.099202394,0.057328016,0.022931207,0.01445663,0.011465603,0.10618146,16.979004,2.1851926
WY,2010,0.045454547,0.042763159,0.043052837,0.009195488,4.9431357,4.6504502,4.6819525,2,184,186,0.010752688,1.877073,5.5596848,3.6499155,4.0438056,15.545517,10.710472,1060,984,2044,1180,458,186,108,54,34,24,220,0.57729942,0.22407044,0.090998046,0.052837573,0.026418786,0.016634051,0.011741683,0.10763209,17.45327,2.1361926
WY,2011,0.04587156,0.039287586,0.039962389,0.010130898,4.5278869,3.8779964,3.9446046,2,206,208,0.009615385,1.7349675,5.7306795,3.6172917,3.4606433,16.043806,10.461328,1125,1002,2127,1236,483,190,95,64,28,31,218,0.58110017,0.22708039,0.089327693,0.044663846,0.030089328,0.013164081,0.014574518,0.10249177,17.686724,2.0678918
WY,2012,0.057142857,0.044501279,0.045727484,0.014881819,3.8397765,2.9903119,3.0727081,2,228,230,0.008695652,1.7209358,5.8193774,3.6045153,3.5455167,16.544832,9.798768,1170,995,2165,1247,520,188,81,63,31,35,210,0.5759815,0.24018475,0.086836025,0.037413396,0.029099308,0.014318706,0.016166281,0.096997693,17.79191,2.032182
WY,2013,0.042056076,0.051941749,0.051011432,0.017507216,2.4022138,2.9668765,2.9137375,4,250,254,0.015748031,1.7032732,5.6504602,3.5577407,3.4633813,16.462696,9.3771391,1203,1069,2274,1329,517,214,80,66,31,37,214,0.58443272,0.22735268,0.0941073,0.0351803,0.029023746,0.013632366,0.016270889,0.0941073,17.818756,1.9840153
WY,2014,0.033175357,0.051893409,0.050212767,0.015224951,2.1790123,3.4084451,3.2980576,3,268,271,0.011070111,1.7686627,5.6071429,3.574475,3.7125256,16.629705,9.2101297,1238,1107,2350,1401,512,226,72,67,33,39,211,0.59617019,0.21787234,0.096170209,0.030638298,0.028510638,0.014042553,0.016595745,0.089787237,17.934814,1.9939559
